Common Name	PubChem CID	PubChem AID	SMILES String	ChemDraw File Name	Molecular Weight	Kd	Kd STD	Unit	Protein	DOI
(2~{S},3~{R},4~{S},5~{R},6~{R})-2-(3-Chlorophenyl)sulfanyl-6-(hydroxymethyl)-4-[4-[3,4,5-tris(fluoranyl)phenyl]-1,2,3-triazol-1-yl]oxane-3,5-diol	134812702		C1=CC(=CC(=C1)Cl)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C4=CC(=C(C(=C4)F)F)F)O	134812702	487.9	1.6	0.078	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
(2R,3R,4S,5R,6R)-2-(Hydroxymethyl)-6-(4-methylphenyl)sulfanyl-4-[4-(3,4,5-trifluorophenyl)triazol-1-yl]oxane-3,5-diol	122443477		CC1=CC=C(C=C1)S[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C4=CC(=C(C(=C4)F)F)F)O	122443477	467.5	0.33	0.033	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
(2R,3R,4S,5R,6R)-2-Ethylsulfanyl-6-(hydroxymethyl)-4-[4-(3,4,5-trifluorophenyl)triazol-1-yl]oxane-3,5-diol	122443514		CCS[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC(=C(C(=C3)F)F)F)O	122443514	405.4	1	0.087	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
(2~{R},3~{R},4~{S},5~{R},6~{R})-2-(3-Chlorophenyl)sulfanyl-6-(hydroxymethyl)-4-[4-[3,4,5-tris(fluoranyl)phenyl]-1,2,3-triazol-1-yl]oxane-3,5-diol	122443461		C1=CC(=CC(=C1)Cl)S[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C4=CC(=C(C(=C4)F)F)F)O	122443461	487.9	0.047	0.0027	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
(2R,3R,4S,5R,6R)-2-(4-Chlorophenyl)sulfanyl-6-(hydroxymethyl)-4-[4-(3,4,5-trifluorophenyl)triazol-1-yl]oxane-3,5-diol	122443407		C1=CC(=CC=C1S[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C4=CC(=C(C(=C4)F)F)F)O)Cl	122443407	487.9	0.38	0.022	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
(2~{R},3~{R},4~{S},5~{R},6~{R})-2-(Hydroxymethyl)-6-phenylsulfanyl-4-[4-[3,4,5-tris(fluoranyl)phenyl]-1,2,3-triazol-1-yl]oxane-3,5-diol	122443516		C1=CC=C(C=C1)S[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C4=CC(=C(C(=C4)F)F)F)O	122443516	453.4	0.52	0.038	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
(2~{R},3~{R},4~{S},5~{R},6~{R})-2-(3-Bromophenyl)sulfanyl-6-(hydroxymethyl)-4-[4-[3,4,5-tris(fluoranyl)phenyl]-1,2,3-triazol-1-yl]oxane-3,5-diol	132188488		C1=CC(=CC(=C1)Br)S[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C4=CC(=C(C(=C4)F)F)F)O	132188488	532.3	0.031	0.0024	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
(2~{R},3~{R},4~{S},5~{R},6~{R})-2-(Hydroxymethyl)-6-(3-iodanylphenyl)sulfanyl-4-[4-[3,4,5-tris(fluoranyl)phenyl]-1,2,3-triazol-1-yl]oxane-3,5-diol	122443434		C1=CC(=CC(=C1)I)S[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C4=CC(=C(C(=C4)F)F)F)O	122443434	579.3	0.058	0.0043	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
3,4-Dichlorophenyl 3-deoxy-3-[4(3,4,5-trifluorophenyl)-1H-1,2,3-triazol-1-yl]-1-thio-alpha-D-galactopyranoside	122443390		C1=CC(=C(C=C1S[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C4=CC(=C(C(=C4)F)F)F)O)Cl)Cl	122443390	522.3	0.037	0.001	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
2-Chloro-4-[(2R,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[4-(3,4,5-trifluorophenyl)triazol-1-yl]oxan-2-yl]sulfanylbenzonitrile	122443352		C1=CC(=C(C=C1S[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C4=CC(=C(C(=C4)F)F)F)O)Cl)C#N	122443352	512.9	0.047	0.0063	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
(2R,3R,4S,5R,6R)-2-(2,3-Dichlorophenyl)sulfanyl-6-(hydroxymethyl)-4-[4-(3,4,5-trifluorophenyl)triazol-1-yl]oxane-3,5-diol	122443411		C1=CC(=C(C(=C1)Cl)Cl)S[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C4=CC(=C(C(=C4)F)F)F)O	122443411	522.3	0.85	0.031	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
(2R,3R,4S,5R,6R)-2-(3,4-Dichlorophenoxy)-6-(hydroxymethyl)-4-[4-(3,4,5-trifluorophenyl)triazol-1-yl]oxane-3,5-diol	122443490		C1=CC(=C(C=C1O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C4=CC(=C(C(=C4)F)F)F)O)Cl)Cl	122443490	506.3	0.49	0.024	μM	Galectin-3	https://doi.org/10.1002/cmdc.201700744
(2S,4S,5R)-4-[4-(2-Fluorophenyl)triazol-1-yl]-2-[(1R)-3-[4-(2-fluorophenyl)triazol-1-yl]-2-hydroxycyclohexyl]sulfanyl-6-(hydroxymethyl)oxane-3,5-diol	44473170		C1C[C@H](C(C(C1)N2C=C(N=N2)C3=CC=CC=C3F)O)S[C@H]4C([C@H]([C@H](C(O4)CO)O)N5C=C(N=N5)C6=CC=CC=C6F)O	44473170	600.6	0.19	0.033	μM	Galectin-3	https://doi.org/10.1002/cbic.201600285
(3R,4S,5R,6R)-4-[4-(3-Fluorophenyl)triazol-1-yl]-2-[(3R,4S,5R,6R)-4-[4-(3-fluorophenyl)triazol-1-yl]-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanyl-6-(hydroxymethyl)oxane-3,5-diol	118436792		C1=CC(=CC(=C1)F)C2=CN(N=N2)[C@H]3[C@H]([C@H](OC([C@@H]3O)SC4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC(=CC=C6)F)O)CO)O	118436792	648.6	0.014	0.003	μM	Galectin-3	https://doi.org/10.1002/cbic.201600285
(3R,4S,5R,6R)-4-[4-(4-Fluorophenyl)triazol-1-yl]-2-[(3R,4S,5R,6R)-4-[4-(4-fluorophenyl)triazol-1-yl]-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanyl-6-(hydroxymethyl)oxane-3,5-diol	126508433		C1=CC(=CC=C1C2=CN(N=N2)[C@H]3[C@H]([C@H](OC([C@@H]3O)SC4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC=C(C=C6)F)O)CO)O)F	126508433	648.6	0.034	0.0058	μM	Galectin-3	https://doi.org/10.1002/cbic.201600285
(2R,3R,4S,5R,6R)-2-[(2R,3R,4S,5R,6R)-3,5-Dihydroxy-6-(hydroxymethyl)-4-[4-[2-(trifluoromethyl)phenyl]triazol-1-yl]oxan-2-yl]sulfanyl-6-(hydroxymethyl)-4-[4-[2-(trifluoromethyl)phenyl]triazol-1-yl]oxane-3,5-diol	153864294		C1=CC=C(C(=C1)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)S[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC=CC=C6C(F)(F)F)O)CO)O)C(F)(F)F	153864294	748.7	0.38	0.039	μM	Galectin-3	https://doi.org/10.1002/cbic.201600285
3-Deoxy-3-[4-(Thiophen-3-Yl)-1h-1,2,3-Triazol-1-Yl]-Beta-D-Galactopyranosyl 3-Deoxy-1-Thio-3-[4-(Thiophen-3-Yl)-1h-1,2,3-Triazol-1-Yl]-Beta-D-Galactopyranoside	121493958		C1=CSC=C1C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CSC=C6)O)CO)O	121493958	624.7	0.065	0.09	μM	Galectin-3	https://doi.org/10.1002/cbic.201600285
(2R,3R,4S,5R,6S)-2-(Hydroxymethyl)-6-methylsulfanyl-4-(4-naphthalen-2-yltriazol-1-yl)oxane-3,5-diol	11574591		CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC4=CC=CC=C4C=C3)O	11574591	387.5	120	26	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	119138	513981	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	49	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	94214	513981	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>4400	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	10992961	513981	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	10992961	397.37	59	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11675582	513981	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCC3=CC=CC=C3)O	11675582	394.4	150	70	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11581280	513981	CCCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11581280	360.43	150	38	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52941210	513981	C1=CC=C(C=C1)CNC(=O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C(=O)NCC6=CC=CC=C6)O)CO)O	52941210	726.8	0.39	0.17	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52941211	513981	COCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCCOC)O)CO)O	52941211	662.7	0.25	0.15	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52941275	513981	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)NC(=O)C3=CC4=CC=CC=C4C=C3)O)O	52941275	550.6	0.48	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11588522	513981	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3(CCCCC3)O)O	11588522	359.4	1600	260	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11696321	513981	COC1=CC=CC(=C1)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	11696321	367.4	>130	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11522330	513981	CCCC1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11522330	303.38	>5000	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11716704	513981	CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11716704	318.35	230	4	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11584252	513981	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NC)O)O	11584252	505.5	3.8	1.1	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52942790	513981	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C(=C(N=N2)C(=O)N)N)O	52942790	319.34	>2000	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52942811	513981	COC1=CC(=CC(=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC(=CC(=C4)OC)OC)O)CO)O)OC	52942811	684.7	0.05	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52943610	513981	CCCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCCCC)O)CO)O	52943610	658.7	0.029	0.07	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11675040	513981	COC1=CC=C(C=C1)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	11675040	367.4	260	60	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52943977	513981	C=CCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCC=C)O)CO)O	52943977	626.6	0.065	0.04	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11631444	513981	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CN=CC=C3)O	11631444	338.38	1900	680	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52944575	513981	CC1=CC=C(C=C1)S(=O)(=O)C2=CN=NN2[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	52944575	415.5	>5000	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11608610	513981	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=CN=N2)O	11608610	261.3	>5000	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52944831	513981	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NCC4=CC=CC=C4)O)O	52944831	581.6	1.5	0.3	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11517290	513981	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCCN3CCOCC3)O	11517290	417.5	520	95	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52946042	513981	CC(CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCC(C)O)O)CO)O)O	52946042	662.7	0.12	0.02	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52947047	513981	CNC(=O)C1=C(N(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O)C(=O)NC	52947047	375.4	>5000	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52947288	513981	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NC4=CC=CC5=CC=CC=C54)O)O	52947288	617.6	0.66	0.09	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11541495	513981	CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NC)O)CO)O	11541495	574.6	0.12	0.08	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11652651	513981	COC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11652651	319.34	>1300	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11544911	513981	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC=C3F)O	11544911	355.4	200	38	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11617978	513981	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC4=CC=CC=C43)O	11617978	387.5	>120	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11588587	513981	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCCCO)O	11588587	362.4	360	41	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52948506	513981	C1=CC=C(C=C1)CCNC(=O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C(=O)NCCC6=CC=CC=C6)O)CO)O	52948506	754.8	0.15	0.02	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	52948508	513981	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)CO)O	52948508	291.33	>5000	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11493782	513981	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC=C3)O	11493782	337.4	>150	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	11502545	513981	CC1=CC=C(C=C1)S(=O)(=O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	11502545	415.5	130	37	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2010.05.040
	10992961	723493	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	10992961	397.37	43	0	μM	Galectin-3	https://doi.org/10.1021/jm301677r
	71562354	723493	C1=CC=C(C=C1)OC2=CC=C(C=C2)C3=CN(N=N3)[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)N6C(=O)C7=CC=CC=C7C6=O)OCCCN=[N+]=[N-])CO)CO)O	71562354	773.7	2.2	0	μM	Galectin-3	https://doi.org/10.1021/jm301677r
	71562125	723493	C1=CC(=CC(=C1)O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC(=CC=C6)O)O)CO)O	71562125	644.7	0.022	0	μM	Galectin-3	https://doi.org/10.1021/jm301677r
	71562126	723493	C1=CC=C(C=C1)OC2=CC=C(C=C2)C3=CN(N=N3)[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)S[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)N6C=C(N=N6)C7=CC=C(C=C7)OC8=CC=CC=C8)O)CO)O	71562126	796.8	0.36	0	μM	Galectin-3	https://doi.org/10.1021/jm301677r
	71562004	723493	C1=CC=C(C=C1)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC=CC=C6)O)CO)O	71562004	612.7	0.044	0	μM	Galectin-3	https://doi.org/10.1021/jm301677r
	71562355	723493	C1=CC=C(C=C1)C(=O)N[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OCCCN=[N+]=[N-])CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C5=CC=C(C=C5)OC6=CC=CC=C6)O)O	71562355	747.7	2.8	0	μM	Galectin-3	https://doi.org/10.1021/jm301677r
	71562246	723493	C1=CC=C(C=C1)C(=O)N[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OCCCN=[N+]=[N-])CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OCC4=CC=C(C=C4)OC5=CC=CC=C5)O)O	71562246	710.7	8.1	0	μM	Galectin-3	https://doi.org/10.1021/jm301677r
	71562245	723493	C1=CC=C(C=C1)OC2=CC=C(C=C2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)N5C(=O)C6=CC=CC=C6C5=O)OCCCN=[N+]=[N-])CO)CO)O	71562245	736.7	1.2	0	μM	Galectin-3	https://doi.org/10.1021/jm301677r
	25179521	412876	C1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC=CC=C4)O)CO)O	25179521	566.6	1.6	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	25147695	412876	COC1=CC=CC(=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC(=CC=C4)OC)O)CO)O	25147695	626.6	0.69	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	25179327	412876	CC1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC=C(C=C4)C)O)CO)O	25179327	594.6	3.6	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	25147708	412876	C1=CC=C2C(=C1)C=CC=C2C(=O)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OC(=O)C5=CC=CC6=CC=CC=C65)O)CO)O	25147708	666.7	3.8	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	25179518	412876	C1=CC=C2C=C(C=CC2=C1)C(=O)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OC(=O)C5=CC6=CC=CC=C6C=C5)O)CO)O	25179518	666.7	10.7	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	11592187	412876	C1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC=CC=C4)O)CO)O	11592187	564.6	4.3	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	11534637	412876	COC1=CC=CC(=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC(=CC=C4)OC)O)CO)O	11534637	624.7	2.1	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	44588155	412876	C1=CC=C2C=C(C=CC2=C1)C(=O)N[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)NC(=O)C5=CC6=CC=CC=C6C=C5)O)CO)O	44588155	664.7	1.7	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	44588156	412876	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)NC(=O)C3=CC=CC4=CC=CC=C43)O)O	44588156	550.6	4.4	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	44588157	412876	CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)OC(=O)C3=CC=CC4=CC=CC=C43	44588157	510.5	2.5	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	439271	412876	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	439271	383.35	>550	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	6134	412876	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	6134	342.3	>110	0	μM	Galectin-3	https://doi.org/10.1021/jm801077j
	10036019	330484	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	10036019	210.25	>5900	0	μM	Galectin-3	https://doi.org/10.1021/jm701266y
	24776276	330484	CC1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	24776276	327.4	>220	0	μM	Galectin-3	https://doi.org/10.1021/jm701266y
	24827330	330484	CC1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2OC(=O)C3=CC=CC=C3)SC)CO)O	24827330	431.5	>380	0	μM	Galectin-3	https://doi.org/10.1021/jm701266y
	24776274	330484	CC1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2OC(=O)C)SC)CO)O	24776274	369.4	>240	0	μM	Galectin-3	https://doi.org/10.1021/jm701266y
	24776277	330484	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)OS(=O)(=O)O	24776277	290.3	>2800	0	μM	Galectin-3	https://doi.org/10.1021/jm701266y
	24776273	330484	CC1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2OP(=O)(O)OCC3=CC=CC=C3)SC)CO)O	24776273	497.5	>120	0	μM	Galectin-3	https://doi.org/10.1021/jm701266y
	24776272	330484	CC1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2OP(=O)(O)O)SC)CO)O	24776272	407.4	>250	0	μM	Galectin-3	https://doi.org/10.1021/jm701266y
	46905593	330484	CC1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O[P+](=O)O)SC)CO)O	46905593	390.4	>150	0	μM	Galectin-3	https://doi.org/10.1021/jm701266y
	24776270	330484	CC1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2OS(=O)(=O)O)SC)CO)O	24776270	407.5	>87	0	μM	Galectin-3	https://doi.org/10.1021/jm701266y
